'merica	mˈɛɹəkə
jaunting	ʤˈɔntɪŋ
jauntingly	ʤˈɔntɪŋli
jaunts	ʤˈɔnts
jauping	ʤˈɔpɪŋ
javahai	ʤˈɑvəhˌI
javanee	ʤˈɑvənˌi
javas	ʤˈɑvəz
javelining	ʤˈævəlɪnɪŋ
jawboning	ʤˈɔbənɪŋ
jawbreaking	ʤˈɔbɹAkɪŋ
jawbreakingly	ʤˈɔbɹAkɪŋli
jawing	ʤˈɔɪŋ
jawp	ʤˈɔp
jaws	ʤˈɔz
jawy	ʤˈɔi
jays	ʤˈAz
jaywalking	ʤˈAwɔkɪŋ
jazzbow	ʤˈæzbO
jazzed	ʤˈæzd
jazzers	ʤˈæzəɹz
jazzes	ʤˈæzᵻz
jazzing	ʤˈæzɪŋ
jazzist	ʤˈæzɪst
jazzmen	ʤˈæzmɛn
jealousies	ʤˈɛləsiz
jealousness	ʤˈɛləsnəs
jeanie	ʤˈini
jeannie	ʤˈini
jeany	ʤˈini
jear	ʤˈɪɹ
jedding	ʤˈɛdɪŋ
jeeing	ʤˈiɪŋ
jeel	ʤˈil
jeepneys	ʤˈipniz
jeeps	ʤˈips
jeered	ʤˈɪɹd
jeerer	ʤˈɪɹəɹ
jeerers	ʤˈɪɹəɹz
jeers	ʤˈɪɹz
jeery	ʤˈɪɹi
jeffersonians	ʤˌɛfəɹsˈOniənz
jeffery	ʤˈɛfəɹi
jeffie	ʤˈɛfi
jeffrey	ʤˈɛfɹi
jejunostomy	ʤˌɛʤunˈɑstəmi
jellab	ʤˈɛlæb
jelled	ʤˈɛld
jellib	ʤˈɛlɪb
jellica	ʤˈɛlɪkə
jellico	ʤˈɛlɪkˌO
jellies	ʤˈɛlɪz
jellifying	ʤˈɛlᵻfˌIɪŋ
jellily	ʤˈɛlɪli
jelling	ʤˈɛlɪŋ
jelloid	ʤˈɛlYd
jells	ʤˈɛlz
jem	ʤˈɛm
jemez	ʤˈɛmɛz
jen	ʤˈɛn
jenna	ʤˈɛnə
jenneting	ʤˈɛnɪɾɪŋ
jeoparding	ʤˈɛpəɹdɪŋ
jeopardised	ʤˈɛpəɹdˌIzd
jeopardising	ʤˈɛpəɹdˌIzɪŋ
jeopardized	ʤˈɛpəɹdˌIzd
jeopardizes	ʤˈɛpəɹdˌIzᵻz
jeopardizing	ʤˈɛpəɹdˌIzɪŋ
jeopardying	ʤˈɛpəɹdiɪŋ
jer	ʤˈɜɹ
jerkers	ʤˈɜɹkəɹz
jerkies	ʤˈɜɹkiz
jerking	ʤˈɜɹkɪŋ
jerkingly	ʤˈɜɹkɪŋli
jerkings	ʤˈɜɹkɪŋz
jerkish	ʤˈɜɹkɪʃ
jerks	ʤˈɜɹks
jerksome	ʤˈɜɹksʌm
jerl	ʤˈɜɹl
jerm	ʤˈɜɹm
jernie	ʤˈɜɹni
jeroboams	ʤˌɛɹəbˈOəmz
jerquing	ʤˈɜɹkɪŋ
jert	ʤˈɜɹt
jessamy	ʤˈɛsæmi
jessant	ʤˈɛsənt
jessean	ʤˈɛsiən
jessed	ʤˈɛst
jesses	ʤˈɛsᵻz
jessica	ʤˈɛsɪkə
jessie	ʤˈɛsi
jessing	ʤˈɛsɪŋ
jested	ʤˈɛstᵻd
jestee	ʤˈɛsti
jesters	ʤˈɛstəɹz
jestful	ʤˈɛstfᵊl
jestings	ʤˈɛstɪŋz
jestingstock	ʤˈɛstɪŋstˌɑk
jests	ʤˈɛsts
jeton	ʤˈɛtən
jetons	ʤˈɛtənz
jets	ʤˈɛts
jetsams	ʤˈɛtsəmz
jetsom	ʤˈɛtsəm
jetsoms	ʤˈɛtsəmz
jettingly	ʤˈɛɾɪŋli
jettisoning	ʤˈɛɾɪsənɪŋ
jettons	ʤˈɛʔnz
jewed	ʤˈud
jeweling	ʤˈuəlɪŋ
jewelling	ʤˈuəlɪŋ
jewelweeds	ʤˈuəlwˌidz
jewing	ʤˈuɪŋ
jewis	ʤˈuiz
jewling	ʤˈulɪŋ
jews	ʤˈuz
jewy	ʤˈui
jezebels	ʤˈɛzəbˌɛlz
jger	ʤˈAʤˈɜɹ
jheel	ʤˈil
jibbers	ʤˈɪbəɹz
jibbings	ʤˈɪbɪŋz
jibbs	ʤˈɪbz
jibby	ʤˈɪbi
jibed	ʤˈIbd
jiber	ʤˈIbəɹ
jibers	ʤˈIbəɹz
jibes	ʤˈIbz
jibi	ʤˈɪbI
jibing	ʤˈIbɪŋ
jibingly	ʤˈIbɪŋli
jiboa	ʤɪbˈOə
jibs	ʤˈɪbz
jiffies	ʤˈɪfiz
jiffle	ʤˈɪfᵊl
jiffs	ʤˈɪfs
jigaboos	ʤˈɪɡəbˌuz
jiggerer	ʤˈɪɡəɹəɹ
jiggerman	ʤˈɪɡəɹmən
jiggermast	ʤˈɪɡəɹmˌæst
jiggers	ʤˈɪɡəɹz
jiggled	ʤˈɪɡᵊld
jiggles	ʤˈɪɡᵊlz
jiggling	ʤˈɪɡlɪŋ
jigs	ʤˈɪɡz
jigsawing	ʤˈɪɡsɔɪŋ
jill	ʤˈɪl
jillet	ʤˈɪlɪt
jilling	ʤˈɪlɪŋ
jills	ʤˈɪlz
jilted	ʤˈɪltᵻd
jiltee	ʤˈɪlti
jilter	ʤˈɪltəɹ
jilters	ʤˈɪltəɹz
jilting	ʤˈɪltɪŋ
jiltish	ʤˈɪltɪʃ
jilts	ʤˈɪlts
jimbo	ʤˈɪmbO
jimp	ʤˈɪmp
jimper	ʤˈɪmpəɹ
jimpest	ʤˈɪmpɪst
jimply	ʤˈɪmpli
jimpy	ʤˈɪmpi
jing	ʤˈɪŋ
jingal	ʤˈɪŋɡᵊl
jingall	ʤˈɪŋɡɔl
jingalls	ʤˈɪŋɡɔlz
jingals	ʤˈɪŋɡᵊlz
jingbai	ʤˈɪŋbI
jingko	ʤˈɪŋkO
jingkoes	ʤˈɪŋkOz
jinglebob	ʤˈɪŋɡᵊlbˌɑb
jingled	ʤˈɪŋɡᵊld
jingler	ʤˈɪŋɡləɹ
jinglers	ʤˈɪŋɡləɹz
jingles	ʤˈɪŋɡᵊlz
jinglet	ʤˈɪŋɡlɪt
jingling	ʤˈɪŋɡəlɪŋ
jinglingly	ʤˈɪŋɡəlɪŋli
jingodom	ʤˈɪŋɡOdəm
jingoed	ʤˈɪŋɡOd
jingoes	ʤˈɪŋɡOz
jingoing	ʤˈɪŋɡOɪŋ
jingoisms	ʤˈɪŋɡOˌɪzəmz
jingoistically	ʤˌɪŋɡOˈɪstɪkli
jingu	ʤˈɪŋɡu
jinja	ʤˈɪnjə
jinked	ʤˈɪŋkt
jinker	ʤˈɪŋkəɹ
jinkers	ʤˈɪŋkəɹz
jinket	ʤˈɪŋkɪt
jinking	ʤˈɪŋkɪŋ
jinkle	ʤˈɪŋkᵊl
jinks	ʤˈɪŋks
jinnee	ʤˈɪni
jinnies	ʤˈɪnɪz
jinny	ʤˈɪni
jins	ʤˈɪnz
jinsing	ʤˈɪnsɪŋ
jinxed	ʤˈɪŋkst
jinxes	ʤˈɪŋksᵻz
jinxing	ʤˈɪŋksɪŋ
jisheng	ʤɪʃˈɛŋ
jisms	ʤˈɪzəmz
jitneyed	ʤˈɪtnid
jitneying	ʤˈɪtniɪŋ
jitneys	ʤˈɪtniz
jitterbugged	ʤˈɪɾəɹbˌʌɡd
jitterbugger	ʤˈɪɾəɹbˌʌɡəɹ
jitterbugging	ʤˈɪɾəɹbˌʌɡɪŋ
jitterbugs	ʤˈɪɾəɹbˌʌɡz
jittered	ʤˈɪɾəɹd
jittering	ʤˈɪɾəɹɪŋ
jitters	ʤˈɪɾəɹz
jiveass	ʤˈIvæs
jived	ʤˈIvd
jives	ʤˈIvz
jiving	ʤˈIvɪŋ
joanne	ʤOˈæn
joannes	ʤOˈænz
jobberies	ʤˈɑbəɹiz
jobbernowl	ʤˈɑbəɹnˌOl
jobbernowlism	ʤˈɑbəɹnˌOlɪzəm
jobbers	ʤˈɑbəɹz
jobs	ʤˈɑbz
jocker	ʤˈɑkəɹ
jockeydom	ʤˈɑkidəm
jockeying	ʤˈɑkiɪŋ
jockeyism	ʤˈɑkiˌɪzəm
jockeylike	ʤˈɑkilˌIk
jockeys	ʤˈɑkiz
jocko	ʤˈɑkO
jockos	ʤˈɑkOz
joes	ʤˈOz
joeys	ʤˈOiz
joggers	ʤˈɑɡəɹz
joggled	ʤˈɑɡᵊld
joggles	ʤˈɑɡᵊlz
jogglety	ʤˈɑɡᵊlɾi
jogglework	ʤˈɑɡᵊlwˌɜɹk
joggling	ʤˈɑɡlɪŋ
jogs	ʤˈɑɡz
johnian	ʤˈɑniən
johnin	ʤˈɑnɪn
johnnie	ʤˈɑni
johns	ʤˈɑnz
joinant	ʤˈYnənt
joinders	ʤˈYndəɹz
joined	ʤˈYnd
joinered	ʤˈYnəɹd
joineries	ʤˈYnəɹiz
joinering	ʤˈYnəɹɪŋ
joiners	ʤˈYnəɹz
joining	ʤˈYnɪŋ
joiningly	ʤˈYnɪŋli
joinings	ʤˈYnɪŋz
joins	ʤˈYnz
jointage	ʤˈYntɪʤ
jointedly	ʤˈYntᵻdli
jointedness	ʤˈYntᵻdnəs
jointers	ʤˈYntəɹz
jointing	ʤˈYntɪŋ
jointist	ʤˈYntɪst
jointlessness	ʤˈYntləsnəs
joints	ʤˈYnts
jointured	ʤˈYnʧəɹd
jointureless	ʤˈYnʧəɹləs
jointures	ʤˈYnʧəɹz
jointuress	ʤˈYnʧəɹˌɛs
jointuring	ʤˈYnʧəɹɪŋ
jointweed	ʤˈYntwid
jointwood	ʤˈYntwʊd
jointworm	ʤˈYntwɜɹm
jointy	ʤˈYnti
joisted	ʤˈYstᵻd
joisting	ʤˈYstɪŋ
joistless	ʤˈYstləs
joists	ʤˈYsts
joked	ʤˈOkt
jokelet	ʤˈOklɪt
jokers	ʤˈOkəɹz
jokes	ʤˈOks
jokesome	ʤˈOksʌm
jokesomeness	ʤˈOksʌmnəs
jokesters	ʤˈOkstəɹz
jole	ʤˈOl
joles	ʤˈOlz
jollifying	ʤˈɑlᵻfˌIɪŋ
jollyhead	ʤˈɑlihˌɛd
jollying	ʤˈɑliɪŋ
jolted	ʤˈOltᵻd
jolter	ʤˈOltəɹ
jolterhead	ʤˈOltəɹhˌɛd
jolterheaded	ʤˈOltəɹhˌɛdᵻd
jolterheadedness	ʤˈOltəɹhˌɛdᵻdnəs
jolters	ʤˈOltəɹz
joltier	ʤˈOltiəɹ
joltily	ʤˈOltili
jolting	ʤˈOltɪŋ
joltingly	ʤˈOltɪŋli
jolts	ʤˈOlts
jonahism	ʤˈOnəˌɪzəm
jonahs	ʤˈOnəz
jordanians	ʤɔɹdˈAniənz
jornada	ʤɔɹnˈɑdə
jornadas	ʤɔɹnˈɑdəz
joshed	ʤˈɑʃt
joshers	ʤˈɑʃəɹz
joshes	ʤˈɑʃᵻz
joshing	ʤˈɑʃɪŋ
josses	ʤˈɑsᵻz
jostled	ʤˈɑsᵊld
jostlement	ʤˈɑsᵊlmənt
jostles	ʤˈɑsᵊlz
jostling	ʤˈɑsᵊlɪŋ
jots	ʤˈɑts
jotter	ʤˈɑɾəɹ
jotters	ʤˈɑɾəɹz
jottings	ʤˈɑɾɪŋz
jouking	ʤˈWkɪŋ
joulean	ʤˈuliən
joules	ʤˈulz
jounced	ʤˈWnst
jounces	ʤˈWnsᵻz
jouncing	ʤˈWnsɪŋ
journ	ʤˈɜɹn
journaled	ʤˈɜɹnᵊld
journaling	ʤˈɜɹnᵊlɪŋ
journalising	ʤˈɜɹnəlˌIzɪŋ
journalized	ʤˈɜɹnᵊlˌIzd
journalizes	ʤˈɜɹnᵊlˌIzᵻz
journalizing	ʤˈɜɹnᵊlˌIzɪŋ
journalled	ʤˈɜɹnᵊld
journalling	ʤˈɜɹnᵊlɪŋ
journals	ʤˈɜɹnᵊlz
journeyed	ʤˈɜɹnid
journeying	ʤˈɜɹniɪŋ
journeyings	ʤˈɜɹniɪŋz
journeys	ʤˈɜɹniz
journeywork	ʤˈɜɹniwˌɜɹk
jousted	ʤˈWstᵻd
jousters	ʤˈWstəɹz
jousts	ʤˈWsts
jova	ʤˈOvə
jovialist	ʤˈOviəlˌɪst
jovialize	ʤˈOviəlˌIz
jovialized	ʤˈOviəlˌIzd
jovializing	ʤˈOviəlˌIzɪŋ
jovialness	ʤˈOviəlnəs
jovianly	ʤˈOviənli
jovicentric	ʤˌɑvɪsˈɛntɹɪk
jovicentrical	ʤˌɑvɪsˈɛntɹɪkᵊl
jovicentrically	ʤˌɑvɪsˈɛntɹɪkli
jowing	ʤˈWɪŋ
jowler	ʤˈWləɹ
jowlier	ʤˈWliəɹ
jowlish	ʤˈWlɪʃ
jowlop	ʤˈWləp
jowls	ʤˈWlz
joyce	ʤˈYs
joyed	ʤˈYd
joying	ʤˈYɪŋ
joylessness	ʤˈYləsnəs
joypopping	ʤˈYpɑpɪŋ
joys	ʤˈYz
jubardy	ʤˈubəɹdi
jubas	ʤˈubəz
jubilating	ʤˈubᵻlˌAɾɪŋ
judahite	ʤˈudəhˌIt
juddered	ʤˈʌdəɹd
juddering	ʤˈʌdəɹɪŋ
judders	ʤˈʌdəɹz
judgeable	ʤˈʌʤəbᵊl
judged	ʤˈʌʤd
judgeless	ʤˈʌʤləs
judgelike	ʤˈʌʤlIk
judgemental	ʤʌʤmˈɛntᵊl
judgements	ʤˈʌʤmənts
judger	ʤˈʌʤəɹ
judgers	ʤˈʌʤəɹz
judging	ʤˈʌʤɪŋ
judgingly	ʤˈʌʤɪŋli
judgments	ʤˈʌʤmənts
judgmetic	ʤʌʤmˈɛɾɪk
judicializing	ʤudˈɪʃᵊlˌIzɪŋ
judophobia	ʤˌudəfˈObiə
judos	ʤˈudOz
jugatae	ʤˈuɡətˌi
juggernauts	ʤˈʌɡəɹnˌɔts
juggled	ʤˈʌɡᵊld
jugglement	ʤˈʌɡᵊlmənt
juggleries	ʤˈʌɡᵊlɹiz
juggles	ʤˈʌɡᵊlz
juggling	ʤˈʌɡlɪŋ
jugglingly	ʤˈʌɡlɪŋli
jugglings	ʤˈʌɡlɪŋz
jugs	ʤˈʌɡz
jugulating	ʤˈuɡjʊlˌAɾɪŋ
jugums	ʤˈuɡəmz
juiceful	ʤˈusfᵊl
juicelessness	ʤˈusləsnəs
juicers	ʤˈusəɹz
juices	ʤˈusᵻz
juicing	ʤˈusɪŋ
juked	ʤˈukt
jukes	ʤˈuks
juking	ʤˈukɪŋ
julies	ʤulˈIz
jumana	ʤumˈɑnə
jumbled	ʤˈʌmbᵊld
jumblement	ʤˈʌmbᵊlmənt
jumbles	ʤˈʌmbᵊlz
jumbling	ʤˈʌmblɪŋ
jumblingly	ʤˈʌmblɪŋli
jumboism	ʤˈʌmbOˌɪzəm
jumbos	ʤˈʌmbOz
jumped	ʤˈʌmpt
jumperism	ʤˈʌmpəɹˌɪzəm
jumpers	ʤˈʌmpəɹz
jumping	ʤˈʌmpɪŋ
jumpingly	ʤˈʌmpɪŋli
jumpoff	ʤˈʌmpɔf
jumpoffs	ʤˈʌmpɔfs
jumps	ʤˈʌmps
jumpseed	ʤˈʌmpsid
jumpsome	ʤˈʌmpsʌm
juncoes	ʤˈʌŋkOz
juncos	ʤˈʌŋkOz
junctional	ʤˈʌŋkʃənᵊl
junctions	ʤˈʌŋkʃənz
junctures	ʤˈʌŋkʧəɹz
jundies	ʤˈʌndiz
jundy	ʤˈʌndi
jundying	ʤˈʌndiɪŋ
juneating	ʤˈuniˌAɾɪŋ
junebud	ʤˈunɪbˌʌd
junglegym	ʤˈʌŋɡᵊlʤˌɪm
jungles	ʤˈʌŋɡᵊlz
jungleside	ʤˈʌŋɡᵊlsˌId
junglewards	ʤˈʌŋɡᵊlwəɹdz
junglewood	ʤˈʌŋɡᵊlwˌʊd
juniors	ʤˈunjəɹz
juniorship	ʤˈunjəɹʃˌɪp
junked	ʤˈʌŋkt
junkerish	ʤˈʌŋkəɹɪʃ
junkerism	ʤˈʌŋkəɹˌɪzəm
junkers	ʤˈʌŋkəɹz
junkier	ʤˈʌŋkiəɹ
junkies	ʤˈʌŋkiz
junkiest	ʤˈʌŋkiɪst
junking	ʤˈʌŋkɪŋ
junkmen	ʤˈʌŋkmɛn
junks	ʤˈʌŋks
junt	ʤˈʌnt
juntos	ʤˈʌntOz
jur	ʤˈɜɹ
jussives	ʤˈʌsɪvz
justed	ʤˈʌstᵻd
juster	ʤˈʌstəɹ
justers	ʤˈʌstəɹz
justest	ʤˈʌstɪst
justicing	ʤˈʌstɪsɪŋ
justico	ʤˈʌstɪkˌO
justicoat	ʤˈʌstɪkˌOt
justifying	ʤˈʌstᵻfˌIɪŋ
justifyingly	ʤˈʌstᵻfˌIɪŋli
justin	ʤˈʌstɪn
justina	ʤʌstˈinə
justine	ʤˈʌstin
justing	ʤˈʌstɪŋ
justling	ʤˈʌsᵊlɪŋ
justnesses	ʤˈʌstnəsᵻz
justo	ʤˈʌstO
justs	ʤˈʌsts
justus	ʤˈʌstəs
jutes	ʤˈuts
jutka	ʤˈʌtkə
juts	ʤˈʌts
juttingly	ʤˈʌɾɪŋli
juvavian	ʤuvˈAviən
juvenilely	ʤˈuvənˌIlli
juvenileness	ʤˈuvənˌIlnəs
juveniles	ʤˈuvənˌIlz
juxtaposed	ʤˈʌkstəpˌOzd
juxtaposes	ʤˈʌkstəpˌOzᵻz
juxtaposing	ʤˈʌkstəpˌOzɪŋ
juxtapositions	ʤˌʌkstəpəzˈɪʃənz
juxtaspinal	ʤˌʌkstəspˈInᵊl
kabel	kˈAbᵊl
kabs	kˈæbz
kadder	kˈædəɹ
kaftans	kˈæftənz
kahu	kˈɑhu
kaiserdom	kˈIzəɹdəm
kaiserin	kˈIzəɹˌɪn
kaiserins	kˈIzəɹˌɪnz
kaiserism	kˈIzəɹˌɪzəm
kaisers	kˈIzəɹz
kaitaka	kItˈɑkə
kakas	kˈɑkəz
kakogenic	kˌækOʤˈɛnɪk
kal	kˈæl
kalam	kˈælæm
kalams	kˈælæmz
kalan	kˈælæn
kaleidoscopes	kəlˈIdəskˌOps
kaleidoscopical	kəlˌIdəskˈɑpɪkᵊl
kalekah	kˈAlkə
kalema	kˈAlmə
kalend	kˈAlənd
kalendae	kˈAləndˌi
kalendar	kˈAləndˌɑɹ
kalends	kˈAləndz
kales	kˈAlz
kaliana	kˌæliˈɑnə
kalif	kˈælɪf
kaliform	kˈælɪfˌɔɹm
kalifs	kˈælɪfs
kalis	kˈɑliz
kallah	kˈælə
kallege	kəlˈɛʤ
kalmarian	kælmˈɛɹiən
kalon	kˈælɑn
kalpa	kˈælpə
kalpas	kˈælpəz
kalsomining	kˈɔlsOmˌInɪŋ
kamacites	kˈæməsˌIts
kamala	kˈɑmələ
kamas	kˈɑməz
kamel	kˈAmᵊl
kames	kˈAmz
kamis	kˈɑmiz
kanas	kˈɑnəz
kaneh	kˈAnA
kanes	kˈAnz
kangarooing	kˈæŋɡəɹˌuɪŋ
kanoon	kænˈun
kant	kˈænt
kantar	kˈæntəɹ
kantars	kˈæntəɹz
kantism	kˈæntɪzəm
kantist	kˈæntɪst
kantry	kˈæntɹi
kaolinising	kˈAəlˌɪnIzɪŋ
kaolinizing	kˈAəlˌɪnIzɪŋ
kapp	kˈæp
kappas	kˈæpəz
kappie	kˈæpi
karates	kəɹˈɑɾiz
karch	kˈɑɹʧ
karling	kˈɑɹlɪŋ
karmas	kˈɑɹməz
karsts	kˈɑɹsts
kartings	kˈɑɹɾɪŋz
karts	kˈɑɹts
kartvel	kˈɑɹtvᵊl
karyology	kˌæɹɪˈɑləʤi
karyomicrosome	kˌæɹiəmˈIkɹOsˌOm
karyoplasmic	kˌæɹiəplˈæzmɪk
kasher	kˈæʃəɹ
kashered	kˈæʃəɹd
kashering	kˈæʃəɹɪŋ
kashers	kˈæʃəɹz
katabella	kˌæɾAbˈɛlə
katakinesis	kˌæɾəkənˈisɪs
katalytic	kˌæɾəlˈɪɾɪk
katalyzing	kˈæɾəlˌIzɪŋ
katamorphic	kˌæɾəmˈɔɹfɪk
katar	kətˈɑɹ
katastatic	kˌæɾAstˈæɾɪk
katatonic	kˌæɾətˈɑnɪk
kate	kˈAt
katharsis	kæθˈɑɹsɪs
katjepiering	kˈætʤɪpˌɪɹɪŋ
kavas	kˈɑvəz
kayoing	kˈAOɪŋ
kays	kˈAz
kazoos	kəzˈuz
kbar	kˈAbˈɑɹ
kcal	kˈAkˈæl
kebabs	kəbˈɑbz
kecked	kˈɛkt
kecking	kˈɛkɪŋ
keckle	kˈɛkᵊl
keckled	kˈɛkᵊld
keckles	kˈɛkᵊlz
keckling	kˈɛklɪŋ
kecks	kˈɛks
kecksies	kˈɛksiz
kecksy	kˈɛksi
kecky	kˈɛki
kedged	kˈɛʤd
kedger	kˈɛʤəɹ
kedges	kˈɛʤᵻz
kedging	kˈɛʤɪŋ
kedgy	kˈɛʤi
keeked	kˈikt
keeker	kˈikəɹ
keekers	kˈikəɹz
keeking	kˈikɪŋ
keeks	kˈiks
keelage	kˈilɪʤ
keelages	kˈilɪʤᵻz
keeler	kˈiləɹ
keelfat	kˈilfæt
keelhaling	kˈilhAlɪŋ
keelhauling	kˈilhɔlɪŋ
keelie	kˈili
keeling	kˈilɪŋ
keelman	kˈilmən
keels	kˈilz
keelvat	kˈilvæt
keena	kˈinə
keened	kˈind
keeners	kˈinəɹz
keenest	kˈinɪst
keennesses	kˈinnəsᵻz
keens	kˈinz
keeperess	kˈipəɹəs
keepering	kˈipəɹɪŋ
keeperless	kˈipəɹləs
keepers	kˈipəɹz
keepership	kˈipəɹʃˌɪp
keepings	kˈipɪŋz
keepnet	kˈipnɪt
keeps	kˈips
keepsaky	kˈipsæki
keerie	kˈɪɹi
keeve	kˈiv
keeves	kˈivz
kefs	kˈɛfs
kefti	kˈɛfti
kegling	kˈɛɡlɪŋ
keglings	kˈɛɡlɪŋz
kegs	kˈɛɡz
keld	kˈɛld
kelder	kˈɛldəɹ
kelk	kˈɛlk
kell	kˈɛl
kella	kˈɛlə
kelleg	kˈɛlɛɡ
kellegk	kˈɛlɛɡk
kellet	kˈɛlɪt
kellia	kˈɛliə
kellick	kˈɛlɪk
kellies	kˈɛliz
kellion	kˈɛliən
kellock	kˈɛlək
kelly	kˈɛli
kellys	kˈɛliz
kelped	kˈɛlpt
kelpies	kˈɛlpiz
kelping	kˈɛlpɪŋ
kelps	kˈɛlps
kelpy	kˈɛlpi
kelter	kˈɛltəɹ
kelters	kˈɛltəɹz
keltic	kˈɛltɪk
keltics	kˈɛltɪks
keltie	kˈɛlti
keltoi	kˈɛltY
kelts	kˈɛlts
kelty	kˈɛlti
kempas	kˈɛmpəz
kempite	kˈɛmpIt
kemple	kˈɛmpᵊl
kemps	kˈɛmps
kempster	kˈɛmpstəɹ
kemptken	kˈɛmptkən
kempts	kˈɛmpts
kenai	kˈɛnI
kench	kˈɛnʧ
kenches	kˈɛnʧᵻz
kend	kˈɛnd
kendal	kˈɛndᵊl
kendir	kˈɛndɪɹ
kendna	kˈɛndnə
kendoist	kˈɛndOˌɪst
kendos	kˈɛndOz
kendy	kˈɛndi
kendyr	kˈɛndəɹ
kenema	kˈɛnəmə
kennedya	kˈɛnədiə
kenneled	kˈɛnᵊld
kenneling	kˈɛnəlɪŋ
kennelled	kˈɛnᵊld
kennelling	kˈɛnəlɪŋ
kennelly	kˈɛnᵊli
kennels	kˈɛnᵊlz
kennings	kˈɛnɪŋz
kenningwort	kˈɛnɪŋwˌɔɹt
kenno	kˈɛnO
kenny	kˈɛni
kenophobia	kˌɛnəfˈObiə
kenos	kˈinOz
kens	kˈɛnz
kenspeckled	kˈɛnspɛkᵊld
kentishman	kˈɛntɪʃmən
kentle	kˈɛntᵊl
kentledge	kˈɛntᵊlʤ
kenton	kˈɛntən
kentuckians	kɛntˈʌkiənz
kenyans	kˈɛnjənz
keout	kɪˈWt
kepping	kˈɛpɪŋ
ker	kˈɜɹ
keratinizing	kˈɛɹətˌɪnIzɪŋ
keratoplastic	kˌɛɹəɾəplˈæstɪk
keratoses	kˈɛɹətˌOsᵻz
kerb	kˈɜɹb
kerbaya	kˈɜɹbAə
kerbed	kˈɜɹbɛd
kerbing	kˈɜɹbɪŋ
kerbs	kˈɜɹbz
kerfed	kˈɜɹft
kerfing	kˈɜɹfɪŋ
kerflap	kˈɜɹflæp
kerflop	kˈɜɹflɑp
kerfs	kˈɜɹfs
kerl	kˈɜɹl
kerne	kˈɜɹn
kerned	kˈɜɹnd
kerneled	kˈɜɹnᵊld
kerneling	kˈɜɹnəlɪŋ
kernelled	kˈɜɹnᵊld
kernelless	kˈɜɹnᵊlləs
kernelling	kˈɜɹnəlɪŋ
kernelly	kˈɜɹnᵊli
kernels	kˈɜɹnᵊlz
kerner	kˈɜɹnəɹ
kernes	kˈɜɹnz
kernetty	kˈɜɹnɪɾi
kernish	kˈɜɹnɪʃ
kernites	kˈɜɹnIts
kernoi	kˈɜɹnY
kernos	kˈɜɹnOz
kerns	kˈɜɹnz
kerogens	kˈɛɹəʤənz
kerosenes	kˈɛɹəsˌinz
kers	kˈɜɹz
keruing	kˈɛɹuɪŋ
kerve	kˈɜɹv
keryx	kˈɜɹɪks
ketches	kˈɛʧᵻz
ketchy	kˈɛʧi
ketolytic	kˌɛɾəlˈɪɾɪk
ketting	kˈɛɾɪŋ
kettlecase	kˈɛɾᵊlkˌAs
kettlemaker	kˈɛɾᵊlmˌAkəɹ
kettlemaking	kˈɛɾᵊlmˌAkɪŋ
kettles	kˈɛɾᵊlz
ketuba	kɛtˈubə
kever	kˈɛvəɹ
kex	kˈɛks
kexes	kˈɛksᵻz
kexy	kˈɛksi
keyboarding	kˈibɔɹdɪŋ
keying	kˈiɪŋ
keynoting	kˈinOɾɪŋ
keypunching	kˈipʌnʧɪŋ
keywd	kˈiwd
khadis	kˈɑdiz
khahoon	kɑhˈun
khakilike	kˈækilˌIk
khakis	kˈækiz
khanjar	kˈɑnʤɑɹ
khanjee	kˈɑnʤi
khans	kˈɑnz
khanum	kˈɑnəm
khatin	kˈɑtɪn
khatri	kˈɑtɹi
khats	kˈɑts
khazarian	kɑzˈɛɹiən
khella	kˈɛlə
khoka	kˈOkə
khvat	kˌAˈAʧvˈæt
kibbles	kˈɪbᵊlz
kibbling	kˈɪblɪŋ
kibei	kˈIbI
kibes	kˈIbz
kibitzing	kˈɪbɪtsɪŋ
kiboshing	kˈɪbɑʃɪŋ
kicked	kˈɪkt
kickee	kˈɪki
kickers	kˈɪkəɹz
kickier	kˈɪkiəɹ
kickish	kˈɪkɪʃ
kickout	kˈɪkWt
kicks	kˈɪks
kickseys	kˈɪksiz
kicksies	kˈɪksiz
kickup	kˈɪkʌp
kickups	kˈɪkʌps
kickxia	kˈɪkksiə
kidders	kˈɪdəɹz
kiddoes	kˈɪdOz
kiddos	kˈɪdOz
kiddy	kˈɪdi
kidling	kˈɪdlɪŋ
kidnaping	kˈɪdnApɪŋ
kidneylike	kˈɪdnilˌIk
kidneys	kˈɪdniz
kids	kˈɪdz
kidsman	kˈɪdzmən
kiers	kˈɪɹz
kikes	kˈIks
killas	kˈɪləz
killcu	kˈɪlku
killdee	kˈɪldi
killdees	kˈɪldiz
killed	kˈɪld
killers	kˈɪləɹz
killese	kˈɪliz
killickinnick	kˈɪlɪkˌɪnɪk
killicks	kˈɪlɪks
killig	kˈɪlɪɡ
killingness	kˈɪlɪŋnəs
killings	kˈɪlɪŋz
killoch	kˈɪlɑk
killock	kˈɪlək
killocks	kˈɪləks
killow	kˈɪlO
kills	kˈɪlz
killy	kˈɪli
kilned	kˈɪlnd
kilneye	kˈɪlnI
kilning	kˈɪlnɪŋ
kilns	kˈɪlnz
kilnstick	kɪlnstˈɪk
